parcela2,parcela,N,N2,V,V2,ABu,ABu2,AB,AB2,CI,CI2,AD,AD2,E,E2,Anio_Aclareo,Aclareo,star_aclareo,Densidad,Densidad2,Mortalidad,V_mort,AB_mort,V_punta_10cm,V_punta_10cm2,V_mort_punta10cm,V_punta_15cm,V_punta_15cm2,DCM
17,17,494.1932296,494.1932296,158.936855,187.953414,31.89144,34.46296,27.27648,30.37608,0.144708423,0.118587608,17.0688,17.3736,14.3,16.1,SA,CA,ResAcl,Baja,Baja,0,0,0,154.682679,183.81119,0,99.924157,130.487053,26.50945662
17,17,494.1932296,494.1932296,187.953414,233.035085,34.46296,37.70032,30.37608,34.11856,0.118587608,0.09500609,17.3736,19.2024,16.1,18.1,SA,CA,ResAcl,Baja,Baja,0,0,0,183.81119,228.864873,0,130.487053,175.197883,27.97515669
17,17,494.1932296,494.1932296,233.035085,288.423337,37.70032,40.57032,34.11856,38.27432,0.09500609,0.056593096,19.2024,21.336,18.1,20.3,SA,CA,ResAcl,Baja,Baja,0,0,0,228.864873,284.232134,0,175.197883,230.257276,29.64845113
17,17,494.1932296,494.1932296,288.423337,321.295243,40.57032,42.3612,38.27432,40.20296,0.056593096,0.050948509,21.336,22.5552,20.3,22.1,SA,CA,ResAcl,Baja,Baja,0,0,0,284.232134,317.03407,0,230.257276,262.121614,31.40222387
17,17,494.1932296,494.1932296,321.295243,356.1473,42.3612,43.8536,40.20296,43.23368,0.050948509,0.014136126,22.5552,23.1648,22.1,24,SA,CA,ResAcl,Baja,Baja,0,0,0,317.03407,352.005076,0,262.121614,298.652951,32.18367831
17,17,494.1932296,494.1932296,356.1473,395.057617,43.8536,45.87408,43.23368,45.64448,0.014136126,0.005005005,23.1648,24.0792,24,26,SA,CA,ResAcl,Baja,Baja,0,0,0,352.005076,390.887405,0,298.652951,337.18543,33.37473035
17,17,494.1932296,494.1932296,395.057617,432.281657,45.87408,47.11392,45.64448,48.4456,0.005005005,-0.028265107,24.0792,24.9936,26,28.1,SA,CA,ResAcl,Baja,Baja,0,0,0,390.887405,428.160424,0,337.18543,375.088179,34.29263015
17,17,494.1932296,494.1932296,432.281657,459.919807,47.11392,47.43536,48.4456,50.32832,-0.028265107,-0.060987415,24.9936,25.6032,28.1,30,SA,CA,ResAcl,Baja,Baja,0,0,0,428.160424,455.826562,0,375.088179,403.209122,35.32920243
17,17,494.1932296,494.1932296,459.919807,488.544534,47.43536,49.22624,50.32832,52.53248,-0.060987415,-0.067164179,25.6032,26.2128,30,32.1,SA,CA,ResAcl,Baja,Baja,0,0,0,455.826562,484.521259,0,403.209122,432.701477,36.00915087
17,17,494.1932296,481.8383988,488.544534,520.548812,49.22624,49.57064,52.53248,53.956,-0.067164179,-0.088466883,26.2128,26.8224,32.1,34.1,SA,CA,ResAcl,Baja,Baja,0,0,0,484.521259,516.651483,0,432.701477,466.545966,36.78922301
17,17,481.8383988,481.8383988,520.548812,555.834683,49.57064,50.32832,53.956,56.22904,-0.088466883,-0.117244526,26.8224,27.1272,34.1,36.2,SA,CA,ResAcl,Baja,Baja,12.35483074,4.611023,0.574,516.651483,551.965342,4.443095,466.545966,502.17469,37.75932559
18,18,988.3864591,976.0316284,0,17.387545,7.04872,10.58456,5.94664,9.09216,0.156351792,0.140997831,0,5.7912,4.2,5.1,SA,CA,NA,Baja,Baja,0,0,0,0,5.513636,0,0,0,8.752406697
18,18,976.0316284,494.1932296,17.387545,18.500068,10.58456,14.53368,9.09216,7.462,0.140997831,0.48657188,5.7912,7.3152,5.1,6.2,SA,CA,NA,Baja,Baja,12.35483074,0.314865,0.16072,5.513636,13.22433,0.195916,0,0,10.89072141
18,18,494.1932296,494.1932296,18.500068,30.590884,14.53368,18.368,7.462,10.03352,0.48657188,0.45375,7.3152,8.5344,6.2,7,SA,CA,NA,Baja,Baja,481.8383988,14.588745,6.0844,13.22433,25.497068,8.802226,0,0.097958,13.86546012
18,18,494.1932296,494.1932296,30.590884,38.280587,18.368,20.4344,10.03352,11.73256,0.45375,0.425842697,8.5344,9.144,7,7.7,SA,CA,NA,Baja,Baja,0,0,0,25.497068,33.494639,0,0.097958,0.468799,16.07804812
18,18,494.1932296,494.1932296,38.280587,54.499633,20.4344,23.90136,11.73256,14.37296,0.425842697,0.398655139,9.144,10.668,7.7,8.9,SA,CA,NA,Baja,Baja,0,0,0,33.494639,49.790652,0,0.468799,3.351563,17.38613532
18,18,494.1932296,247.0966148,54.499633,38.497494,23.90136,27.50608,14.37296,9.27584,0.398655139,0.662771285,10.668,11.5824,8.9,10.3,A,CA,NA,Baja,Baja,0,0,0,49.790652,36.412388,0,3.351563,10.579464,19.24330982
18,18,247.0966148,247.0966148,38.497494,57.970145,27.50608,29.22808,9.27584,11.77848,0.662771285,0.597014925,11.5824,14.0208,10.3,12.1,SA,CA,ResAcl,Baja,Baja,247.0966148,32.438092,7.99008,36.412388,55.948012,30.143076,10.579464,29.926169,21.86242265
18,18,247.0966148,247.0966148,57.970145,73.300572,29.22808,31.89144,11.77848,13.5464,0.597014925,0.575233981,14.0208,15.24,12.1,14.3,SA,CA,ResAcl,Baja,Baja,0,0,0,55.948012,71.320421,0,29.926169,45.809359,24.63577823
18,18,247.0966148,247.0966148,73.300572,91.051961,31.89144,34.46296,13.5464,15.75056,0.575233981,0.542971352,15.24,16.4592,14.3,16.1,SA,CA,ResAcl,Baja,Baja,0,0,0,71.320421,89.183762,0,45.809359,65.128076,26.42004842
18,18,247.0966148,247.0966148,91.051961,119.326838,34.46296,37.70032,15.75056,18.68944,0.542971352,0.504263094,16.4592,18.288,16.1,18.1,SA,CA,ResAcl,Baja,Baja,0,0,0,89.183762,117.535606,0,65.128076,94.494485,28.48850513
18,18,247.0966148,247.0966148,119.326838,157.075653,37.70032,40.57032,18.68944,21.94976,0.504263094,0.458970006,18.288,19.812,18.1,20.3,SA,CA,ResAcl,Baja,Baja,0,0,0,117.535606,155.312409,0,94.494485,132.66312,31.03271735
18,18,247.0966148,247.0966148,157.075653,177.611848,40.57032,42.3612,21.94976,23.90136,0.458970006,0.435772358,19.812,20.7264,20.3,22.1,SA,CA,ResAcl,Baja,Baja,0,0,0,155.312409,175.90458,0,132.66312,153.996973,33.63074976
18,18,247.0966148,247.0966148,177.611848,198.588854,42.3612,43.8536,23.90136,26.22032,0.435772358,0.402094241,20.7264,21.0312,22.1,24,SA,CA,ResAcl,Baja,Baja,0,0,0,175.90458,196.979544,0,153.996973,176.268424,35.09400779
18,18,247.0966148,247.0966148,198.588854,224.554721,43.8536,45.87408,26.22032,28.30968,0.402094241,0.382882883,21.0312,21.9456,24,26,SA,CA,ResAcl,Baja,Baja,0,0,0,196.979544,222.973399,0,176.268424,202.56315,36.75705053
18,18,247.0966148,247.0966148,224.554721,251.570138,45.87408,47.11392,28.30968,30.55976,0.382882883,0.351364522,21.9456,22.5552,26,28.1,SA,CA,ResAcl,Baja,Baja,0,0,0,222.973399,250.023801,0,202.56315,230.13133,38.19347215
18,18,247.0966148,247.0966148,251.570138,268.712788,47.11392,47.43536,30.55976,32.09808,0.351364522,0.323330106,22.5552,22.86,28.1,30,SA,CA,ResAcl,Baja,Baja,0,0,0,250.023801,267.201436,0,230.13133,247.770767,39.68228127
18,18,247.0966148,247.0966148,268.712788,289.528863,47.43536,49.22624,32.09808,33.7512,0.323330106,0.314365672,22.86,23.4696,30,32.1,SA,CA,ResAcl,Baja,Baja,0,0,0,267.201436,288.045499,0,247.770767,268.978674,40.66878418
18,18,247.0966148,247.0966148,289.528863,310.100043,49.22624,49.57064,33.7512,35.42728,0.314365672,0.285317277,23.4696,23.7744,32.1,34.1,SA,CA,ResAcl,Baja,Baja,0,0,0,288.045499,308.651664,0,268.978674,289.95568,41.70290135
18,18,247.0966148,247.0966148,310.100043,329.432754,49.57064,50.32832,35.42728,36.9656,0.285317277,0.265510949,23.7744,24.384,34.1,36.2,SA,CA,ResAcl,Baja,Baja,0,0,0,308.651664,328.005366,0,289.95568,309.61725,42.72583573
